"","O.NET.SOC.Code","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"89","13-2031.00","Budget Analysts",3.5,3.62,3.38,2.75,3.88,0,0,0,2.75,3.62,2.62,3.62,2,2.62,3.38,3.38,2.62,0,0.75,3.12,2.62,0.5,0,3.88,0,0.88,2.62,2.88,3.38,3.5,3,0.75,3.38,0,3.5,"Level"
"90","13-2041.00","Credit Analysts",3.88,4.12,3.38,2.62,4.38,0,0,0,2.62,3.88,2.62,2.25,1.12,2,4,3.25,3.12,0.75,1.5,2.75,3.12,1.88,0.75,4.12,0,1,3.12,2.75,4,3.25,3.5,0,3,0,3.88,"Level"
"91","13-2051.00","Financial Analysts",3.88,3.88,3.5,3.25,3.88,0,0,0,2.75,3.88,3,2.25,0.88,2.62,3.5,3.38,3.12,0,0.62,2.75,3.38,0.88,0,4,0,1.38,2.88,3,3.75,3.62,3.5,0.38,3.25,0,4,"Level"
"92","13-2052.00","Personal Financial Advisors",3.38,4,3.5,2.88,4,0,0,0,3.12,3.75,2.62,3.25,0.88,2,3.75,4,2.88,0,0.75,3.12,3.62,0.88,0.88,4.25,0,0.5,3.75,3.38,4.12,3.38,3.38,0.62,2.88,0,3.88,"Level"
"93","13-2053.00","Insurance Underwriters",3.25,4,3.12,2.88,3.75,0,0,0,2.88,3.88,2.62,1.25,0.88,2.12,2.88,3.12,2.75,0,1.12,2.12,2.62,0.5,0.25,3.75,0,1,3.25,3.12,3.75,2.75,2.88,0.62,3,0,3.88,"Level"
"94","13-2061.00","Financial Examiners",4,4,4,3.75,4.5,0,0,0,3.75,4.12,3.88,1.25,0.62,3.88,3.5,3.88,3.25,0.38,1.5,3.12,3.38,1.62,2.25,4.25,0,0.25,3,3.75,4.12,3.88,3.88,0.5,4,0,4,"Level"
"95","13-2071.00","Credit Counselors",3.5,3.75,3.25,3.12,3.75,0,0,0.38,2.88,3.38,3.25,0.38,0.38,2.75,3,3.12,3.25,0,0,1,3.5,1.25,0.5,3.88,0.38,0,3.5,3.62,4,3,3,0.88,3.12,0.38,3.62,"Level"
"96","13-2071.01","Loan Counselors",3.5,3.88,3.25,3.38,4,0,0.12,0,3.75,3.88,3.75,1.75,1.25,3.12,3.38,3.5,3.12,1.62,2.12,2.5,3.5,1.25,1.12,4,0,1.5,3.88,3.75,3.88,3,3,0.62,3.75,0.12,3.75,"Level"
"97","13-2072.00","Loan Officers",3.12,4,3.25,3,4,0,0,0,3,3.88,2.62,1.25,0.88,2.75,3.38,3.12,3.12,0.25,0.5,1.75,3.12,0.75,0.62,4,0,0.12,3.75,3,4,2.12,2.25,0.75,2.88,0,3.5,"Level"
"98","13-2081.00","Tax Examiners and Collectors, and Revenue Agents",3.62,4,3,3,3.62,0,0,0,2.75,3.38,3,1.38,0.75,1.88,3.25,2.88,3,0.12,0.75,1.5,3.12,0.88,1.12,4.12,0,0,3,3,3.75,2.38,2.5,0.5,2.75,0,3.25,"Level"
"99","13-2082.00","Tax Preparers",3.12,3.88,3.12,2.75,3.62,0,0,0,2.88,2.88,3,1,0.75,1.75,3.12,3,2.5,0,0.25,1.88,2.75,0.62,1.25,4,0,0,3.12,2.88,3.5,2.62,2.25,0.25,3,0,3.12,"Level"
"100","13-2099.02","Risk Management Specialists",4,4.12,3.75,3.12,4.38,0,0.5,0,3.25,3.88,2.88,3,2.75,2.75,4.38,3.75,2.88,0.38,1.5,1.5,3.5,2.5,1.25,4.5,0,0.12,2.88,2.88,4,4.25,4,1.38,2.75,0.12,4.25,"Level"
"101","13-2099.04","Fraud Examiners, Investigators and Analysts",3.38,4.25,3.38,3.5,4.12,0,0,0,3.25,3.62,3,1.88,1.5,3,2.88,3.38,3.38,1.25,2,0.38,3.38,0.75,0.5,4.25,0,0.62,3,3.38,4.12,3.12,3.12,0.5,3.38,0,4.12,"Level"
"102","15-1111.00","Computer and Information Research Scientists",4.88,4.12,4,3.62,4.25,0.62,1.88,0,3.5,4.38,3.62,3.5,2.62,4,4.38,4.38,2.88,1.38,2.5,3.75,3.75,4.25,2.38,4.5,0,3.38,2.75,3.25,4.38,4.38,4.88,4.12,4.12,3,4.25,"Level"
"103","15-1121.00","Computer Systems Analysts",4,4.12,4,3.62,4.5,0.88,2.25,1.5,3.75,4.12,3.38,2.12,2,3.25,3.88,3.88,2.88,2,3.12,3.62,3.5,4.25,4.38,4.5,0.75,2.75,3.25,3.25,3.88,4.12,4.25,3.75,3.62,4.25,4,"Level"
"104","15-1121.01","Informatics Nurse Specialists",4.62,4.25,4.12,3.75,4.25,0.12,2.62,0.88,4,4.25,4.12,2,2.5,2.88,3.38,4.12,3.12,1.12,3,3.25,3.5,3.62,3.38,4.75,0.38,2.12,3.5,3.25,4,4.12,4.38,3.25,3.12,2.88,4.12,"Level"
"105","15-1122.00","Information Security Analysts",3.75,3.62,3.75,3.12,4,0,0.25,0.75,3.25,3.5,3.12,1.38,1.38,2.88,2.25,3.75,2.75,1,3.12,3,3,1.88,3.12,4,0,2.25,2.75,3.12,3.62,3.25,3.25,1.75,3.25,1.75,3.62,"Level"
"106","15-1131.00","Computer Programmers",3.12,3.62,3.5,3,3.75,0,0.5,0.25,3,3.38,2.12,0.75,0.88,2.5,3.25,3.25,2.12,0.5,2,3.5,2.62,4.75,3.88,4.12,0.38,2.62,2.88,3,3.25,3.25,3.5,2.25,3.25,1,3.38,"Level"
"107","15-1132.00","Software Developers, Applications",3.88,4.12,4.38,3.62,4.12,0.75,2.12,2,3.62,4.25,3.25,2.38,2.38,3.38,4.25,3.88,3,2.5,3.12,3.75,3.38,4.62,3.88,4.25,0.75,3.25,3.12,3,4,4.25,4.5,3.62,3.5,5.25,3.88,"Level"
"108","15-1133.00","Software Developers, Systems Software",3,3.88,3.38,2.88,3.75,0,0.12,0.38,2.62,3.12,2.75,0.75,0.88,1.88,3.12,3,2.25,0.38,0.62,2.5,2.75,1.75,1.62,4,0,0.88,2.75,2.88,3.5,2.62,2.38,0.75,3,0.38,3.12,"Level"
"109","15-1134.00","Web Developers",3.75,3.5,3.62,3.38,3.88,0,2.12,0.62,3.25,3.5,3.12,1.75,1.75,2.62,2.88,3.62,2.75,1.25,2.25,4.12,3.38,4.12,2.62,4,0,2.75,2.88,3,3.38,3.25,3.38,2.88,3.12,3.12,3.62,"Level"
"110","15-1141.00","Database Administrators",3.88,3.75,4,3.75,4,0,2,1.38,3.62,4,3.5,2.62,2.12,3.38,3.5,4,2.62,1.88,3,3.25,3,3.62,2.5,4.25,0.75,2.25,3.25,3.25,3.88,3.75,3.88,2.88,3.5,3.25,3.62,"Level"
"111","15-1142.00","Network and Computer Systems Administrators",3.88,3.88,4,3.38,4.25,3.62,3.62,2.38,3.62,4.12,3.75,2.38,2.75,3.12,3.5,4.25,3.38,3.62,4,3.12,3.25,4.25,4,4.38,3.38,2.25,3,3.25,4,4,4.25,3.38,3.62,4.12,3.75,"Level"
"112","15-1143.00","Computer Network Architects",3.94,3.88,3.75,3.62,4,2.88,3.62,2.06,3.69,3.94,3.56,2.5,2.94,3.19,3.31,3.94,3,2.62,3.5,4.38,3.19,3.56,4,4,2.75,3.12,3.19,2.94,3.56,4.19,4.12,3.69,3.69,3.38,3.56,"Level"
"113","15-1143.01","Telecommunications Engineering Specialists",3.62,3.75,3.5,3.75,3.5,2.5,2.12,1.5,3.25,3.38,3,2.38,2.62,3.12,2.88,3.38,2.88,1.75,2.88,1.88,2.88,2.12,3.12,3.88,2.38,1.38,3.25,3.25,3.5,3.12,3.38,2.75,3.12,3.12,3.62,"Level"
"114","15-1151.00","Computer User Support Specialists",3.25,3.75,3.12,3.25,3.75,2.38,1.62,1.62,3.62,3.12,3,1.25,1.25,2.75,2.12,3.38,2.75,2.62,2.75,2.62,2.75,1.62,3,4,2.25,2.12,3.25,3.12,3.75,3,2.88,1.12,3.12,3,3.38,"Level"
"115","15-1152.00","Computer Network Support Specialists",3.38,3.62,3.25,2.75,3.75,2.75,2.75,3.12,3.25,3.38,3.25,0.75,1.62,2.25,2.62,3.62,2,2.12,3.12,1.88,2.62,1.75,3.12,3.88,3,1.5,2.88,2.88,3.5,3.38,3.25,1.88,2.62,3.12,3.5,"Level"
"116","15-1199.01","Software Quality Assurance Engineers and Testers",3.25,3.5,3.38,3.12,3.75,0.25,2,2.38,2.75,3.5,2.75,0.38,0.5,2.38,1.88,3.88,2.12,1.62,2.38,3.88,2.62,3.62,4,4,0.38,3.5,2.62,3,3.38,3.38,4.12,2.88,3.25,3.5,3.75,"Level"
"117","15-1199.02","Computer Systems Engineers/Architects",3.75,3.88,3.62,3.12,4,2.5,2.5,1.38,3.38,3.75,3.25,2.88,2.12,3.38,2.88,3.5,2.75,1.12,2.62,4.62,3.12,3.75,3.88,4.12,2,3.62,2.62,3,3.5,3.88,4.25,2.12,3.38,2.75,4.12,"Level"
"118","15-1199.03","Web Administrators",3.5,3.5,3.5,3.25,3.88,0.5,1.12,1.38,3.62,3.25,3.25,1.5,1.25,2.25,2.12,3.38,2.62,1.12,2,3.88,2.75,2.88,3.5,4,0.25,3.12,3,2.88,3.5,3.25,3.25,2.25,3.12,3.12,3.38,"Level"
"119","15-1199.04","Geospatial Information Scientists and Technologists",3.62,3.75,4,3.5,4,0,0.62,0,3.38,3.38,3.12,1.5,1.62,2.88,3.38,3.38,2.88,0.38,2.38,3.75,2.88,2.75,0.5,4.5,0,4.25,2.88,3.12,4,3.5,3.62,1.88,3.5,0,3.88,"Level"
"120","15-1199.05","Geographic Information Systems Technicians",3.62,3.75,3.5,3.25,3.88,0.62,1.75,0.88,3.38,3.38,3,1.25,1.25,2.62,4.38,3.38,2.12,1.25,2,2.88,2.75,3,1.5,4.25,0.5,2.62,3.12,2.62,3.5,3.12,3.12,3,2.5,0.75,3.75,"Level"
"121","15-1199.06","Database Architects",3.62,3.62,4,3.25,4.25,0.38,1.38,1.12,3.5,3.75,3.12,1,1.38,2.62,3.38,3.62,2.88,1.62,2.38,3.12,3.25,4.12,2,4.38,0.62,1.75,3,3.12,3.75,3.5,3.75,3.12,3,2.75,4,"Level"
"122","15-1199.08","Business Intelligence Analysts",4,4.12,3.75,3.5,4.38,0.38,0.5,0.12,3.5,3.75,3.25,2.25,2.12,2.75,3.75,3.75,3.12,0.38,1.12,2.12,3.38,2.75,1.75,4.38,0,1.12,3,3.5,3.88,4.12,3.75,2.12,3.25,0.62,4,"Level"
"123","15-1199.09","Information Technology Project Managers",3.62,4.12,3.75,4.12,4.25,0,0,0,3.25,3.88,3.12,4,3.5,3.88,3.12,4.5,3.5,0.38,1.12,2.12,3.88,1.12,1.38,4.25,0,1.25,3.25,3.75,4.12,3.5,3.62,1.5,4,0.25,3.88,"Level"
"124","15-1199.10","Search Marketing Strategists",3.75,3.75,4,3.5,3.75,0.38,0.5,0.5,3.38,3.62,3,1.75,1.75,2.75,2.75,3.75,3.38,0.38,1.75,2,3.5,2.12,1.5,4,0.38,0.5,3.38,3.38,4,3.5,3.62,2.5,3.5,0.38,4,"Level"
"125","15-1199.11","Video Game Designers",3.62,4,3.62,3.5,3.88,0,0.5,0.25,3.25,3.5,3,1.5,1.5,3.12,3,3.5,2.88,0,2.62,2.88,3.38,4,1.62,4,0,0.88,2.75,3.38,3.5,3.25,3.5,2.62,3.62,0.38,3.62,"Level"
"126","15-1199.12","Document Management Specialists",3.38,3.75,3.5,3.12,3.75,0.25,0,0.5,3,3.38,3.12,1.5,1.88,3,2.25,3.38,2.62,0.5,2,2.25,2.75,2,1.38,3.75,0,0,3,3.25,3.38,3.38,3.25,1.88,3.25,0.62,3.62,"Level"
"127","15-2011.00","Actuaries",4.12,4.38,4.5,3.38,4.75,0,0,0,3.5,4.75,3.62,3.62,2.12,2.75,4.88,3.62,3.12,0.12,1.25,3.5,3.75,2.62,2,4.5,0,1.88,3.12,3.38,4,4.5,4.5,1,3.38,0.25,4.12,"Level"
"128","15-2021.00","Mathematicians",5.25,4.25,4.62,2.75,5,0,0,0,3.5,4.25,3.5,0.62,0.62,2,6.12,3,2.25,0,0.62,2.75,2.88,2.88,0.75,5,0,4.62,2.12,2.62,4.12,4,3.38,0.62,2.62,0,4.5,"Level"
"129","15-2031.00","Operations Research Analysts",4.12,4,4.38,3,4.25,0,0.25,0,3,4.12,3.12,1.75,1.25,3,4.62,3.12,2.75,0.25,1.38,4.62,2.88,2.5,1.75,4.38,0,3.5,2.5,3,4,4.12,4.38,1.62,3.12,0.75,4,"Level"
"130","15-2041.00","Statisticians",4.38,3.75,3.88,2.88,4.5,0,0,0,3.38,3.88,3.5,1.38,1.12,2.62,5.62,3.25,1.75,0.25,1.5,3.62,2.62,4,1.12,4.75,0,4,2.25,2.62,4,3.38,3.12,0.62,2.88,0,4.25,"Level"
"131","15-2041.01","Biostatisticians",4.62,4.25,4.38,3.38,4.88,0,1,0,4.25,4.25,3.88,1.5,1.38,3.25,5.25,3.88,2.88,0.38,0.88,3.12,2.88,4.12,1.75,5.12,0.25,4.75,2.75,3.25,4.5,3.75,3.5,1.25,3.62,0,5.12,"Level"
"132","15-2041.02","Clinical Data Managers",3.88,3.75,3.62,3.5,3.88,0,1.5,0,3.75,3.75,3.12,1.5,1.88,3.38,3.75,4.12,2.38,1.12,2,3.12,2.88,3.25,2.62,4,0,1.88,2.88,3.5,3.88,3.38,3.38,1.88,3.5,0.62,4,"Level"
"133","15-2091.00","Mathematical Technicians",4.83,4.66,4.23,2.33,5,0.16,4,0.33,1,4.33,3.83,1,1,0.16,5.66,4,0.83,1.5,1.33,3.66,1.66,3.33,2.67,4.66,0,4,0.16,0.33,4.16,2.55,3.25,2,2.16,1.66,4,"Level"
"134","17-1011.00","Architects, Except Landscape and Naval",4.25,4.12,4.12,4.12,4.62,0,0.38,0,3.25,4.5,3.38,3.5,3.25,3.62,4.38,4.38,3.75,1.75,2.25,4.25,3.88,1.5,3.25,4.62,0,3,3.5,3.5,4.12,3.5,3.75,2,3.88,1.62,4.12,"Level"
"135","17-1012.00","Landscape Architects",3.75,3.88,3.75,3.88,3.75,0,0.25,0,3.25,3.62,3,2.75,2.62,3.38,3,3.5,3.25,1.62,2.12,4,3.5,0.5,2.38,4,0,3.12,3.25,3.62,3.88,3.25,3.62,1.25,3.38,1.12,3.75,"Level"
"136","17-1021.00","Cartographers and Photogrammetrists",3.38,3.62,3.38,3.12,3.62,0.25,0.5,0,3.25,3.12,3.12,0.75,1,2.75,3.12,3.25,2.62,0.75,2.25,0.62,2.75,1.25,2.25,4,0,1.5,2.75,2.88,3.38,3.12,2.75,1.25,3.25,1.62,3.75,"Level"
"137","17-1022.00","Surveyors",3.38,3.5,3.38,3.62,3.88,2.25,2.62,0,3.62,3.38,3.5,1.75,2.12,3.75,3.88,3.62,2.5,2.88,3.38,2.5,2.88,1.75,3.25,4,2.25,3.38,2.62,2.75,3.5,2.88,3.12,1.12,3.62,2.25,3.62,"Level"
"138","17-1022.01","Geodetic Surveyors",3.88,4,3.75,3.38,4.25,1.62,2.75,0,3.38,3.88,3.5,1.62,1.88,3.5,4.75,3.88,2.25,2.75,2.25,2,2.38,2.62,3.38,4.38,1.75,3.25,2.38,3,4.12,3.12,3.12,1.25,3.62,1.88,4.12,"Level"
"139","17-2011.00","Aerospace Engineers",3.88,4.12,4.25,3.5,4.62,0,0.38,0,3.25,3.88,3.75,1.38,1,3,4.75,3.88,3,0.62,3,5,3.12,1.75,3.88,5,0,5.12,2.75,3.12,4.25,4,3.88,3.75,3.5,2.5,4.5,"Level"
"140","17-2021.00","Agricultural Engineers",3.88,4.12,4.25,3.5,4.38,0.38,1.12,0.38,3.38,4,3,2.12,2.75,3.25,3.88,3.88,3,1.62,3.25,2.62,3.38,1.5,2.5,4.5,0.25,3.12,2.88,3.12,3.75,3.62,3.62,2.88,3.5,2.38,4.25,"Level"
"141","17-2031.00","Biomedical Engineers",4.88,4.38,4.62,3.62,4.88,3,3.25,3.12,4.38,4.62,4,2.38,2.88,3.25,4.88,4.12,3.25,2.62,3.5,4.62,3.5,3.75,3.88,5.38,3,5.25,3,3.62,4.5,4,4.12,4.12,3.38,3.75,4.38,"Level"
"142","17-2041.00","Chemical Engineers",4.5,4.12,4.38,3.62,4.62,0,2.88,0,3.62,4.62,3.62,3.25,2.88,3.5,4.88,4.38,2.75,1,3.75,4.75,3.38,2.62,3.88,4.5,0,5.38,2.75,3.12,4,4.38,4.5,3.5,3.75,3.88,4,"Level"
"143","17-2051.00","Civil Engineers",4.5,4,4.12,4,4.5,1.5,0.5,0,3.25,4.12,3.75,3.62,3.12,3.75,4.88,4.12,3.25,0.38,2.12,4.62,3.38,2,2.75,4.75,2.5,4,3,3.75,4,4.25,4.12,2.25,4,0.5,4,"Level"
"144","17-2051.01","Transportation Engineers",3.75,3.75,4.12,3.88,4.12,0.25,1.25,0,3.25,4,3,3.88,3.5,3.25,4.5,3.38,3.12,1.12,2.25,3.88,3.62,2.75,3,4.38,0.12,2.75,2.88,3,4,3.88,3.62,2.88,3.62,2.12,3.88,"Level"
"145","17-2061.00","Computer Hardware Engineers",3.88,3.62,4.25,3.25,4,2.25,2.5,1.12,3.62,3.62,3,1.25,1.75,2.88,3,3.38,2.12,0.62,3,3.88,3.12,2.5,3.12,4.38,2.12,3.5,2.75,2.62,3.88,3.38,4.12,2.25,3,3.12,4.12,"Level"
"146","17-2071.00","Electrical Engineers",3.38,4,3.75,3.25,4,2,1.88,0.12,3,3.25,3,2.5,2.62,3,4,3.5,2.88,0.12,3,3.25,2.88,1.5,2.88,4.25,2.38,3.5,3,3.12,3.75,3.25,3.38,2,3.25,3,3.88,"Level"
"147","17-2072.00","Electronics Engineers, Except Computer",3.75,4,4.12,3.25,4,2.75,2.88,0.62,3.12,3.5,3.12,2.5,2.5,2.88,3.62,3.62,3.12,3.12,3.5,3.38,3,2.88,3.75,4.12,3,3.12,3,3,4,3.88,3.75,3.12,3,3.12,4,"Level"
"148","17-2072.01","Radio Frequency Identification Device Specialists",3.5,3.62,3.62,3.38,3.88,2.25,2.62,2.25,3.5,3.38,3.25,1.62,1.88,2.75,3.38,3.75,2.75,2.25,2.88,3,3.38,2.62,3,4,2.25,1.88,2.88,3.12,3.62,3.5,3.5,3.12,2.88,3,3.62,"Level"
"149","17-2081.00","Environmental Engineers",4.12,4.25,4.25,4,4.38,0,0,0,3.5,4.12,3.5,2.5,2.5,3.38,3.75,4.25,3.5,2,3,1.88,3.5,1.38,3.12,4.5,0,3.88,3.12,3.5,4.12,3.5,3.62,1.38,4,1.88,4.38,"Level"
"150","17-2081.01","Water/Wastewater Engineers",4.38,4.12,4.62,3.75,4.38,0,1.38,0,3.88,4.25,3.62,2.62,2.62,3.62,4.88,4.12,3,2.38,3.25,4,3.38,2.88,3.5,4.38,0,4.5,3,3.38,3.88,4.12,4.12,3.62,3.88,2.5,3.88,"Level"
"151","17-2111.01","Industrial Safety and Health Engineers",4.5,4.5,4,3.62,4.38,0,1.5,2.5,3.88,4.25,3.75,1.38,1.5,2.88,4.25,4.38,3.38,2.38,3.12,3.25,3.88,2,3.25,4.75,0,3.62,3.5,3.5,4.25,3.88,3.88,2.75,3.25,2.75,4.38,"Level"
"152","17-2111.02","Fire-Prevention and Protection Engineers",4,4,4,3,4.12,0,1.5,0.25,3,4,3.62,3,3,3.12,3.38,3.62,3,1.75,2.88,4,3.12,1.5,3.38,4.12,0,3.75,3.12,3,3.88,3.88,3.88,3.12,3.75,2.88,4,"Level"
"153","17-2111.03","Product Safety Engineers",3,3.75,3.12,3.12,3.75,0,0.38,0,2.75,3.25,2.88,0.62,0.62,2.25,2,3.25,2.38,0.25,3,4.38,2.38,0.75,3.25,4,0,4.25,2.5,2.88,3.75,2.75,2.75,1.12,2.75,2.5,3.88,"Level"
"154","17-2112.00","Industrial Engineers",3.62,3.75,4,3.38,4.12,0,0.5,0,3.38,3.62,3.12,2.5,2.88,3,3.62,4.12,2.75,2,2.88,2,3.12,1.5,2.25,4.5,0,1.62,2.88,2.88,3.62,3.62,3.62,1.75,3.38,1.75,4,"Level"
"155","17-2112.01","Human Factors Engineers and Ergonomists",4,4.25,4.12,3.75,4.38,0,1.75,0,3.75,4.38,3.75,2.25,2.38,3,4.12,4.12,2.88,0.62,2.12,3.5,3.38,2.5,2.75,4.75,0,3.12,2.88,3.62,4.38,3.62,4.12,3.75,3.38,2.38,4.38,"Level"
"156","17-2121.01","Marine Engineers",4.62,3.75,4,3.88,4.38,0.62,1,1.12,3.5,4.25,3.38,3.38,2.88,3.88,4.88,3.62,3.25,3.12,3.62,4.62,3.62,2.25,3.88,4.5,1.25,4.5,3.12,3,3.88,3.62,3.88,3.25,4,3.62,4,"Level"
"157","17-2121.02","Marine Architects",4.5,4.12,4.25,3.5,4.38,0,0.12,0,3.12,4.38,2.75,1.75,1.88,2.88,5,3.88,3,0.25,3,4.5,3.38,1.62,3.75,5,0.12,4.12,3,3.12,4,3.62,3.62,2.88,3.25,2.75,3.88,"Level"
"158","17-2131.00","Materials Engineers",4.5,3.88,4,3.25,4.38,0,1.75,0,3.75,4,3.5,2.88,2.62,3.25,4.12,4,3,2,3,4.25,3.38,1.88,3.62,4.5,0,4.62,2.62,3.25,4.12,3.5,3.38,2.75,3.38,2,4.38,"Level"
"159","17-2141.00","Mechanical Engineers",4.38,4,4.75,3.5,4.25,1.62,2.62,2.62,3.62,4.12,3.5,2.75,2.88,3.12,4.88,4.25,3,2.38,3.75,4.62,3.5,2.38,4,4.88,1.75,4.62,2.88,2.88,3.88,3.88,3.88,3.75,3.62,3.62,4,"Level"
"160","17-2141.01","Fuel Cell Engineers",3.75,4,3.5,3.12,4.12,2.25,2.5,0.88,3.25,3.88,3.12,1.88,2.88,3.12,3.88,3.75,2.88,2.88,3.5,3.12,3.12,2,3.12,4.62,2.75,3.88,2.88,3.12,3.75,4,4,3.25,3.5,3.12,4,"Level"
"161","17-2141.02","Automotive Engineers",4.62,3.75,4.38,3.75,4.5,0,2.12,0,3.88,4.38,3.25,2.25,2.12,3.25,5,4,2.75,2.38,3.25,4.25,3.25,3,3.75,4.75,0,4.12,2.5,2.88,3.88,4,4.25,3.62,3,2.75,4,"Level"
"162","17-2151.00","Mining and Geological Engineers, Including Mining Safety Engineers",4.12,4,4.5,3.75,4.5,0,2.62,0,3.62,4.62,3.25,3.75,3.5,3.88,4.75,4.75,3.12,1.88,3.12,4.25,3.25,3.38,3.5,4.88,0,4,2.25,3.12,4.12,4.12,4.38,3,4,2.38,4.38,"Level"
"163","17-2161.00","Nuclear Engineers",4.12,4.25,4,3.75,4.5,1.62,2,0.25,3.38,4,3.12,2,2.62,3.12,4,3.88,3.12,1.62,3.88,4.88,3.38,1.12,3.62,4.75,2.12,4.38,2.88,3.62,4,3.75,3.75,2.62,3.5,3.12,4.12,"Level"
"164","17-2171.00","Petroleum Engineers",3.75,3.88,4.12,3.88,4.25,0,1.12,0.62,3.38,4,3.12,2.62,2.75,3.62,3.75,4,3.5,2.25,3.5,1.12,3.12,1.38,3,4.62,0.25,3.5,2.88,3.62,4,3.62,3.88,2.12,3.75,2.12,4.12,"Level"
"165","17-2199.01","Biochemical Engineers",4.25,4,4,3.38,4.38,0.62,0.75,0.62,3.38,4.12,3.38,1.5,2.38,2.75,3.88,3.62,2.62,2.38,3,4.12,3.12,1.62,3.5,4.75,0.5,4.38,2.75,3.12,4,3.75,3.38,2.12,3.25,1.75,4.12,"Level"
"166","17-2199.02","Validation Engineers",3.38,3.88,3.75,3.12,3.88,0,0.12,0,3.25,3.5,3.12,1.25,1.88,3,3.5,3.5,2.62,2.12,3.25,4.25,2.88,0.75,2.88,4.38,0,4.62,2.88,3.12,3.75,3.5,3.38,1.25,3.38,2,4,"Level"
"167","17-2199.03","Energy Engineers",3.88,4,4.12,3.62,4.12,0,0.88,0,3.25,3.75,3.12,2.25,2.25,3.25,3.62,3.88,3.25,1.75,2.75,4.38,3.25,1,2.5,4.62,0,4.5,3.12,3.62,4,3.75,3.5,1.88,3.5,1.5,4.25,"Level"
"168","17-2199.04","Manufacturing Engineers",5,4.25,4.12,4,3.88,3.5,4.38,3.5,4,4.5,3.88,3.75,3.75,4,4.75,4.5,3.12,3.75,4.25,3.5,3.88,3.12,4.25,4.88,3.12,3.25,2.88,3.88,4.12,4.62,4.62,4.38,3.88,4.12,4.38,"Level"
"169","17-2199.05","Mechatronics Engineers",3.88,3.75,4.12,3.25,4.12,0,2,1,3,4,3.38,2.12,2.25,3.25,3.88,3.75,2.88,3,3.5,3.38,3,2,3.5,4,0,2.88,2.88,3.12,3.75,3.88,3.75,3.88,3.75,2.38,3.75,"Level"
"170","17-2199.07","Photonics Engineers",4.5,4,4.38,3.38,4.62,2.5,3.75,1.38,3.5,4.12,3.38,2,2.5,2.5,5,3.62,3,3.12,3.62,3.62,3.25,2.88,4,5.25,3.12,3.88,2.75,2.88,3.88,4,3.75,3.88,3.25,3.38,4.62,"Level"
"171","17-2199.08","Robotics Engineers",4.5,4.12,4.38,3.88,4.75,4.12,4.5,3.75,3.75,4.38,3.75,3.12,2.12,3.75,5.25,4.38,2.5,3.62,4.25,3.88,3.5,4.12,4.5,5,4,4.12,2.38,3.5,3.88,4.12,4.25,4,3.75,4.38,4,"Level"
"172","17-2199.09","Nanosystems Engineers",5,3.88,4.25,3.38,4.5,2.25,3.25,0,3.38,3.88,3.62,2.25,2.25,3.12,5.12,4.12,3,2.12,2.5,4.12,3.38,2.75,3.75,5.25,2.25,4.75,2.88,3.25,4.25,3.5,3.5,3.62,3.62,2.62,4.88,"Level"
"173","17-2199.10","Wind Energy Engineers",3.75,3.75,4,3.5,4.5,0.25,0.38,0,3.38,4,2.88,1.75,2.12,3,4.5,4,2.88,2.12,2.75,3.62,3.38,1.88,3,4.62,0,3.75,2.75,3,3.5,3.75,3.62,2.62,3.25,1.75,3.75,"Level"
"174","17-2199.11","Solar Energy Systems Engineers",3.62,3.62,3.5,3,3.88,1.88,1.5,0,3,3.38,3,1.88,1.62,2.38,3.88,3.62,2.88,2.25,3,2,3,1.62,3.12,4,1.88,3.75,3,3.12,3.75,3.38,3.12,2,3,2.25,3.75,"Level"
"175","17-3011.01","Architectural Drafters",3.5,3.38,3.5,3.62,3.88,0,1,0,3,3.62,3.12,2.12,2.25,3,4.12,3.62,2.75,1.38,2,2.75,2.38,2.25,3.12,3.75,0,1.62,2.62,2.88,3.5,3.5,2.88,1.38,3.5,1,3.25,"Level"
"176","17-3011.02","Civil Drafters",3.25,3.25,3.25,2.88,3.25,0,0.75,0,2.88,3,2.62,1.38,1.12,2.88,3.88,3.25,2.5,0,2.5,3.25,2.5,1,3,3.88,0,2.25,2.5,2.88,3.38,3,3,0.62,3,1,3.5,"Level"
"177","17-3012.01","Electronic Drafters",3.25,3.88,3,2.88,3.62,0,0.38,0,2.75,3,2.88,0.25,0.5,2.12,2.88,3,2.38,1,1.38,3,2.75,1.12,1.25,3.62,0,1.62,2.5,2.88,3,3.12,2.88,1.5,3,0.5,3.12,"Level"
"178","17-3012.02","Electrical Drafters",3,3.62,3.25,3,3.38,0,0.88,0,2.88,2.88,2.38,0.62,0.75,2.5,3.12,2.75,1.88,0.5,1.25,3,2.75,0.88,2.38,3.88,0,1.5,2.25,2.62,3.38,2.88,2.88,0.62,2.88,0.62,3.62,"Level"
