,Id2,Id,Url,Category,Description,Green Occupational Category
122,15-1199.09,Information Technology Project Managers,http://www.bls.gov/soc/2010/soc151199.htm,15,"Plan, initiate, and manage information technology (IT) projects. Lead and guide the work of technical staff. Serve as liaison between business and technical aspects of projects. Plan project stages and assess business implications for each stage. Monitor progress to assure deadlines, standards, and cost targets are met.",
123,15-1199.10,Search Marketing Strategists,http://www.bls.gov/soc/2010/soc151199.htm,15,"Employ search marketing tactics to increase visibility and engagement with content, products, or services in Internet-enabled devices or interfaces. Examine search query behaviors on general or specialty search engines or other Internet-based content. Analyze research, data, or technology to understand user intent and measure outcomes for ongoing optimization.",
124,15-1199.11,Video Game Designers,http://www.bls.gov/soc/2010/soc151199.htm,15,"Design core features of video games. Specify innovative game and role-play mechanics, story lines, and character biographies. Create and maintain design documentation. Guide and collaborate with production staff to produce games as designed.",
125,15-1199.12,Document Management Specialists,http://www.bls.gov/soc/2010/soc151199.htm,15,"Implement and administer enterprise-wide document management systems and related procedures that allow organizations to capture, store, retrieve, share, and destroy electronic records and documents.",
126,15-2011.00,Actuaries,http://www.bls.gov/soc/2010/soc152011.htm,15,"Analyze statistical data, such as mortality, accident, sickness, disability, and retirement rates and construct probability tables to forecast risk and liability for payment of future benefits. May ascertain insurance rates required and cash reserves necessary to ensure payment of future benefits.",
127,15-2021.00,Mathematicians,http://www.bls.gov/soc/2010/soc152021.htm,15,"Conduct research in fundamental mathematics or in application of mathematical techniques to science, management, and other fields. Solve problems in various fields using mathematical methods.",
128,15-2031.00,Operations Research Analysts,http://www.bls.gov/soc/2010/soc152031.htm,15,"Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decision making, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, service, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation.",
129,15-2041.00,Statisticians,http://www.bls.gov/soc/2010/soc152041.htm,15,"Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as bio-statistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.",
130,15-2041.01,Biostatisticians,http://www.bls.gov/soc/2010/soc152041.htm,15,Develop and apply biostatistical theory and methods to the study of life sciences.,
131,15-2041.02,Clinical Data Managers,http://www.bls.gov/soc/2010/soc152041.htm,15,"Apply knowledge of health care and database management to analyze clinical data, and to identify and report trends.",
132,15-2091.00,Mathematical Technicians,http://www.bls.gov/soc/2010/soc152091.htm,15,"Apply standardized mathematical formulas, principles, and methodology to technological problems in engineering and physical sciences in relation to specific industrial and research objectives, processes, equipment, and products.",
133,17-1011.00,"Architects, Except Landscape and Naval",http://www.bls.gov/soc/2010/soc171011.htm,17,"Plan and design structures, such as private residences, office buildings, theaters, factories, and other structural property.",Green Enhanced Skills
134,17-1012.00,Landscape Architects,http://www.bls.gov/soc/2010/soc171012.htm,17,"Plan and design land areas for projects such as parks and other recreational facilities, airports, highways, hospitals, schools, land subdivisions, and commercial, industrial, and residential sites.",Green Enhanced Skills
135,17-1021.00,Cartographers and Photogrammetrists,http://www.bls.gov/soc/2010/soc171021.htm,17,"Collect, analyze, and interpret geographic information provided by geodetic surveys, aerial photographs, and satellite data. Research, study, and prepare maps and other spatial data in digital or graphic form for legal, social, political, educational, and design purposes. May work with Geographic Information Systems (GIS). May design and evaluate algorithms, data structures, and user interfaces for GIS and mapping systems.",
136,17-1022.00,Surveyors,http://www.bls.gov/soc/2010/soc171022.htm,17,"Make exact measurements and determine property boundaries. Provide data relevant to the shape, contour, gravitation, location, elevation, or dimension of land or land features on or near the earth's surface for engineering, mapmaking, mining, land evaluation, construction, and other purposes.",
137,17-1022.01,Geodetic Surveyors,http://www.bls.gov/soc/2010/soc171022.htm,17,"Measure large areas of the Earth's surface using satellite observations, global navigation satellite systems (GNSS), light detection and ranging (LIDAR), or related sources.",
138,17-2011.00,Aerospace Engineers,http://www.bls.gov/soc/2010/soc172011.htm,17,"Perform engineering duties in designing, constructing, and testing aircraft, missiles, and spacecraft. May conduct basic and applied research to evaluate adaptability of materials and equipment to aircraft design and manufacture. May recommend improvements in testing equipment and techniques.",Green Enhanced Skills
139,17-2021.00,Agricultural Engineers,http://www.bls.gov/soc/2010/soc172021.htm,17,"Apply knowledge of engineering technology and biological science to agricultural problems concerned with power and machinery, electrification, structures, soil and water conservation, and processing of agricultural products.",
140,17-2031.00,Biomedical Engineers,http://www.bls.gov/soc/2010/soc172031.htm,17,"Apply knowledge of engineering, biology, and biomechanical principles to the design, development, and evaluation of biological and health systems and products, such as artificial organs, prostheses, instrumentation, medical information systems, and health management and care delivery systems.",
