"","O.NET.SOC.Code","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"88","13-2021.02","Appraisers, Real Estate",3.12,3.88,3,2.62,3.88,1,1.12,1,1.88,3.75,1.88,2,2,1.88,3.25,2.5,2.38,2,1.88,1.62,2.62,1.38,1.62,4,1,1.88,2.75,2.88,3.62,2.62,2.12,1.38,3.12,1.5,3.75,"Importance"
"89","13-2031.00","Budget Analysts",3.25,4,3.5,3,3.75,1,1,1,2.5,3.62,2.5,3,2,2.62,3.5,3,2.38,1,1.62,3,2.38,1.5,1,4,1,1.5,2.62,2.88,3.88,3.12,2.88,1.5,3.38,1,3.38,"Importance"
"90","13-2041.00","Credit Analysts",3.62,3.5,3.25,2.75,4,1,1,1,2.25,3.5,2.38,2.25,1.88,2.12,3.38,2.75,2.62,1.5,1.88,2.62,2.75,2,1.5,3.5,1,1.5,3,2.75,3.5,2.88,2.75,1,2.88,1,3.12,"Importance"
"91","13-2051.00","Financial Analysts",3.38,3.62,3.62,2.88,3.88,1,1,1,2.5,3.5,2.5,2.12,1.5,2.5,3.5,3.12,2.88,1,1.38,2.88,3,1.38,1,3.88,1,1.75,2.62,3,3.75,3.12,3.12,1.25,3.12,1,3.88,"Importance"
"92","13-2052.00","Personal Financial Advisors",3.25,4,3.62,3,4,1,1,1,3,4,2.62,3.25,1.75,2.25,3.38,3.12,2.75,1,1.75,2.88,3.5,1.62,1.62,4,1,1.5,3.75,3.5,4,3.25,3.25,1.62,3.12,1,3.62,"Importance"
"93","13-2053.00","Insurance Underwriters",3.12,3.88,3.38,3,3.75,1,1,1,2.62,3.88,2.75,1.75,1.5,2.5,2.88,2.88,2.62,1,1.75,2.38,2.62,1.38,1.12,3.88,1,1.5,2.88,3.25,3.75,3,2.88,1.5,3.38,1,3.62,"Importance"
"94","13-2061.00","Financial Examiners",3.88,4.12,3.75,3.75,4.12,1,1,1,3.62,3.75,3.62,1.75,1.5,3.88,3.62,3.75,3.25,1.25,1.88,3.12,3,1.88,2.12,4.25,1,1.25,3,3.62,3.88,3.75,3.5,1.38,3.62,1,3.88,"Importance"
"95","13-2071.00","Credit Counselors",3.62,3.88,3.5,3.25,3.75,1,1,1.25,3.25,3.5,3.12,1.25,1.12,2.38,3.12,3.38,3.38,1,1,1.5,3.5,1.75,1.38,3.75,1.25,1,3.62,3.38,3.88,2.88,3.12,1.62,3.12,1.25,3.88,"Importance"
"96","13-2071.01","Loan Counselors",3.62,4.25,3.5,3.75,4.12,1,1.12,1,3.62,3.75,3.62,2.25,2,3.12,3.25,3.38,3.12,2,2.5,2.5,3.12,1.88,1.75,4,1,1.75,3.62,3.88,4,3,2.75,1.38,3.62,1.12,3.75,"Importance"
"97","13-2072.00","Loan Officers",3.12,4,3.12,3,3.75,1,1,1,3,3.88,2.75,1.75,1.62,2.88,3.12,3,2.88,1.25,1.5,1.75,2.88,1.5,1.5,3.88,1,1.12,3.38,3.25,4,2.5,2.12,1.5,3,1,3.25,"Importance"
"98","13-2081.00","Tax Examiners and Collectors, and Revenue Agents",3.25,4,3,3,3.88,1,1,1,2.88,3,2.88,1.88,1.75,2.38,3.12,3,2.88,1.12,1.62,1.88,3,1.62,1.75,4,1,1,3,3.12,3.88,2.38,2.38,1.5,3,1,3.38,"Importance"
"99","13-2082.00","Tax Preparers",3,3.88,3.12,2.75,3.5,1,1,1,2.75,3.12,2.62,1.88,1.75,2.25,3.12,3,2.62,1,1.25,2.12,2.75,1.5,2,3.88,1,1,3,3,3.25,2.5,2.25,1.25,2.88,1,3.12,"Importance"
"100","13-2099.02","Risk Management Specialists",3.25,3.88,3.38,3,3.88,1,1.25,1,2.62,3.38,2.62,2.38,2.5,2.75,3.62,3.25,2.62,1.25,2,1.75,3,2.38,1.75,4,1,1.12,2.88,3,3.75,3.75,3.62,1.88,3.12,1.12,3.62,"Importance"
"101","13-2099.04","Fraud Examiners, Investigators and Analysts",3.62,4,3.62,3.5,4,1,1,1,3.12,3.62,2.88,2,1.88,2.88,3,3.38,3.25,1.88,2.38,1.25,3,1.5,1.38,4,1,1.38,2.88,3.38,4,2.88,2.88,1.38,3.38,1,4.12,"Importance"
"102","15-1111.00","Computer and Information Research Scientists",3.38,3.5,3.88,3,3.75,1.12,1.62,1,2.62,3.62,2.75,2.5,2.38,3,3.12,3.12,2.5,1.75,2.5,3.25,2.75,3.5,1.75,3.5,1,3.12,2.75,3,3.38,3.75,3.75,2.88,3.5,2.5,3.38,"Importance"
"103","15-1121.00","Computer Systems Analysts",3.25,3.5,3.38,3,3.75,1.5,2.25,1.75,2.88,3.38,2.75,2.12,2.12,2.62,3,3.12,2.5,1.88,2.75,3.25,3,3.38,3.25,3.5,1.25,2.5,3,3.12,3.5,3.5,3.38,3.12,3.12,3.12,3.38,"Importance"
"104","15-1121.01","Informatics Nurse Specialists",3.88,4,3.75,3.5,4,1.12,2.12,1.5,3.25,3.75,3.5,2.12,2.38,2.88,3.12,3.88,2.88,1.62,2.88,3,3.25,2.62,3,4.12,1.25,2.12,3.38,3,3.88,3.62,3.5,3,3,2.38,3.75,"Importance"
"105","15-1122.00","Information Security Analysts",3.25,3.5,3.75,3,3.88,1,1.12,1.5,3,3.38,2.75,1.75,1.88,3.12,2.25,3.25,3,1.75,3,2.88,2.88,2.5,3,3.88,1,2.38,3,3,3.62,3.25,3.12,2.38,3.38,2.12,3.5,"Importance"
"106","15-1131.00","Computer Programmers",3.12,3.5,3.62,2.88,3.62,1,1.25,1.12,2.25,3.38,2.25,1.5,1.62,2.5,3.12,3,2.12,1.25,2.25,3.25,2.5,4.5,3.5,4,1.12,2.5,2.38,2.88,3,3.12,3.25,2.62,3.25,1.62,3.12,"Importance"
"107","15-1132.00","Software Developers, Applications",2.88,3.38,3.88,3.12,3.5,1.38,2.12,2.12,2.75,3.62,2.62,2.12,2.12,3,3.38,3.12,2.62,2.25,2.75,3.5,2.75,3.88,2.88,3.25,1.38,2.75,2.75,2.75,3.38,3.75,3.62,3.25,3.25,3.25,3,"Importance"
"108","15-1133.00","Software Developers, Systems Software",2.88,3.75,3.25,3,3.62,1,1.12,1.25,2.5,3.12,2.38,1.75,1.88,2,3.12,3,2.5,1.25,1.5,2.75,2.75,2.38,2.12,3.88,1,1.62,2.88,3.12,3.25,2.75,2.5,1.62,3,1.25,3,"Importance"
"109","15-1134.00","Web Developers",3.25,3.5,3.5,3,3.75,1,2,1.25,2.75,3.25,2.75,1.88,2.12,2.62,2.5,3.12,2.75,1.62,2.38,3.62,2.88,4,2.62,3.5,1,2.12,2.62,3,3.38,3.12,3,2.62,3,2.38,3.12,"Importance"
"110","15-1141.00","Database Administrators",3.38,3.38,3.5,3.12,3.5,1,1.88,1.5,3,3.25,2.88,2.25,2.25,2.88,2.88,3.5,2.38,1.88,2.75,3.25,2.88,3.12,2.5,3.38,1.25,2.12,2.62,3,3.25,3.25,3.12,2.25,3.12,2.75,3.12,"Importance"
"111","15-1142.00","Network and Computer Systems Administrators",3.25,3.5,3.62,3,3.75,3,3,2.38,2.75,3.62,2.62,2.25,2.62,2.88,2.88,3.62,2.5,3,3.5,3,2.75,3.5,3.25,3.75,2.88,2.12,2.88,3,3.5,3.75,3.62,2.75,3.12,3.5,3.12,"Importance"
"112","15-1143.00","Computer Network Architects",3.56,3.62,3.56,3.12,3.5,2.5,2.88,1.94,2.94,3.25,2.94,2.38,2.5,2.88,2.81,3.19,2.5,2.31,3.06,3.62,2.94,2.88,3,3.38,2.38,2.5,3,2.69,3.5,3.62,3.5,3.12,3.12,2.94,3.19,"Importance"
"113","15-1143.01","Telecommunications Engineering Specialists",3.5,3.88,3.38,3.25,3.75,2.88,2.12,1.88,2.88,3.25,2.88,2.5,2.62,2.88,2.62,3.38,2.88,2,2.88,2.12,3,2.62,2.88,3.62,2.5,1.75,3,3.25,3.5,3.12,3.12,2.62,3.12,2.75,3.38,"Importance"
"114","15-1151.00","Computer User Support Specialists",3.25,4,3.5,3.12,3.75,2.38,2,2,3.25,3.25,2.75,1.75,1.75,2.75,2.38,3.25,2.75,2.62,2.75,2.62,2.62,2,2.62,3.88,2.38,2.12,3.12,3.12,4,3,2.62,1.88,3.38,2.75,3.62,"Importance"
"115","15-1152.00","Computer Network Support Specialists",3.25,3.5,3.25,2.75,3.75,2.62,2.5,2.75,2.62,3.38,2.62,1.5,2,2.25,2.12,3.25,2.25,2,3,1.88,2.25,2.25,2.88,3.38,2.88,1.88,2.5,2.88,3.25,3.12,3,2.12,3,3.12,3,"Importance"
"116","15-1199.01","Software Quality Assurance Engineers and Testers",3.25,3.75,3.38,3,4,1.12,2.12,2.5,2.5,3.12,2.62,1.25,1.38,2.38,2.12,3.5,2.25,2.25,2.62,3.12,2.5,3.5,3.38,4,1.12,3.25,2.25,2.88,3.62,3.25,3.38,2.75,3,2.88,3.62,"Importance"
"117","15-1199.02","Computer Systems Engineers/Architects",3.5,4.12,4,3.25,4.12,2.25,2.38,1.62,3.12,3.38,3,2.38,2.25,2.88,2.75,3.5,2.88,1.75,2.62,3.88,3,3.38,3.25,4,2.25,2.75,2.75,3,3.88,3.62,3.75,2.25,3.38,2.5,3.88,"Importance"
"118","15-1199.03","Web Administrators",3.12,3.62,3.75,3.12,4,1.25,1.5,1.75,3.25,3.5,2.75,1.75,1.62,2.62,2.12,3.25,2.62,1.75,2.25,2.88,2.75,3.38,3,3.75,1.12,2.38,2.88,2.88,3.25,3.25,3.12,2.38,3.25,2.88,3.5,"Importance"
"119","15-1199.04","Geospatial Information Scientists and Technologists",3.5,3.88,3.75,3.25,3.62,1,1.38,1,3.25,3.62,2.75,1.88,1.88,3,3.25,3,2.88,1.25,2.38,3.12,2.88,2.62,1.25,4.12,1,3.62,3,3,3.75,3.38,3.38,2,3.25,1,3.75,"Importance"
"120","15-1199.05","Geographic Information Systems Technicians",3.25,3.12,3.38,3,3.75,1.5,1.62,1.38,2.75,3.25,2.88,1.75,1.75,2.62,3.12,3,2.38,1.62,2.12,2.38,2.62,2.75,1.88,3.62,1.38,2.62,2.75,2.75,3.38,3,2.62,2.5,3,1.5,3.12,"Importance"
"121","15-1199.06","Database Architects",3.12,3.5,3.5,3.25,3.88,1.25,1.62,1.62,2.75,3.62,2.88,1.62,1.88,2.5,3,3.25,2.62,1.75,2.25,2.75,2.75,3.25,1.88,3.62,1.25,2,2.75,3.12,3.5,3.5,3.25,2.62,2.88,2.12,3.38,"Importance"
"122","15-1199.08","Business Intelligence Analysts",3.75,3.88,3.38,3.25,4,1.38,1.25,1.12,2.88,3.62,3,2.38,2.25,2.75,3.25,3.25,2.88,1.25,1.75,2.25,3.12,2.62,2,3.88,1,1.88,2.75,3.38,3.75,3.5,3.38,2.25,3.5,1.25,3.5,"Importance"
"123","15-1199.09","Information Technology Project Managers",3.12,3.75,3.38,3.88,4.12,1,1,1,2.75,3.38,2.75,3.25,3,3.5,2.75,3.88,3.25,1.25,1.88,2,3.25,1.75,1.88,3.88,1,1.75,3,3.25,3.88,3.5,3.25,1.88,3.88,1.12,3.62,"Importance"
"124","15-1199.10","Search Marketing Strategists",3.62,3.62,3.75,3.25,3.62,1.12,1.38,1.25,2.88,3.5,2.75,2,1.88,2.62,2.75,3.25,2.88,1.25,2.12,2.25,3.12,2.62,1.75,3.75,1.25,1.38,3.12,3.12,3.75,3.38,3.38,2.5,3.25,1.25,3.5,"Importance"
"125","15-1199.11","Video Game Designers",3.5,3.75,3.62,3.38,3.62,1,1.25,1.12,2.88,3.5,3,1.88,1.88,2.88,2.62,3.25,2.88,1,2.5,3,3.12,4,1.88,3.62,1,1.25,2.62,3.12,3.38,3.38,3.25,2.88,3.5,1.25,3.25,"Importance"
"126","15-1199.12","Document Management Specialists",3.38,3.75,3.5,3.25,3.62,1.12,1,1.38,3,3.12,2.75,1.75,2,2.75,2.25,3.75,2.75,1.25,2.12,2.38,2.88,2.5,1.88,3.88,1,1,3,3,3.12,3.5,3.25,2.12,3.38,1.25,3.62,"Importance"
"127","15-2011.00","Actuaries",3.38,3.75,4,3.12,4.25,1,1,1,2.88,4.25,3.38,3.25,2.38,2.75,4.38,3.12,2.75,1.12,1.75,3.25,3,2.62,2.12,4,1,2.25,2.88,3.25,3.75,3.88,3.88,1.62,3,1.12,3.25,"Importance"
"128","15-2021.00","Mathematicians",3.75,3.38,4,2.88,4,1,1,1,2.88,3.25,3.25,1.62,1.62,2.5,5,2.88,2.12,1,1.5,2.5,2.62,2.5,1.38,4,1,3.25,2.12,2.75,3.25,3.25,3.12,1.62,2.75,1,3.38,"Importance"
"129","15-2031.00","Operations Research Analysts",3.75,4,4.25,3,4.12,1,1.12,1,2.88,4,3,2,1.88,2.5,4.25,3,2.38,1.12,2,3.88,2.62,2.5,2,4,1,3,2.75,2.88,3.75,3.88,4,2,3.12,1.5,4,"Importance"
"130","15-2041.00","Statisticians",3.75,3.88,3.62,2.88,4,1,1,1,2.88,3.5,3,1.75,1.75,2.62,4.88,3,2.12,1.25,1.75,2.88,2.75,3.38,1.75,4,1,3.5,2.5,2.75,3.5,3.25,3,1.62,2.88,1,3.38,"Importance"
"131","15-2041.01","Biostatisticians",3.88,3.88,4,3,4.12,1,1.62,1,3.25,3.75,3.25,1.75,1.75,2.88,4.5,3.12,2.38,1.25,1.75,2.88,2.75,3.25,1.88,4.12,1.12,4,2.75,2.88,3.75,3.38,3.12,1.75,3.12,1,3.88,"Importance"
"132","15-2041.02","Clinical Data Managers",3.12,3.75,3.38,3.25,3.88,1,1.62,1,2.88,3.25,2.75,1.88,2,3,3.12,3.5,2.5,1.5,2.12,2.62,2.62,3,2.38,3.62,1,2,2.75,3,3.62,3.12,3,1.88,3.38,1.38,3.5,"Importance"
"133","15-2091.00","Mathematical Technicians",3.66,4.16,3.75,2.33,4.5,1,4,1.16,1.33,4.16,3.16,1.66,1.66,1,4.66,3.66,1.66,2,2,3.16,1.66,3.16,2.92,4.33,1,3.83,1,1,3.66,2.66,3.08,2.33,2.5,1.83,3.33,"Importance"
"134","17-1011.00","Architects, Except Landscape and Naval",3.5,3.88,3.88,3.75,4,1,1.12,1,2.88,3.88,3.12,2.88,3,3.25,3.38,3.75,3.12,2,2.25,3.88,3.25,1.88,3.25,3.88,1,2.62,3,3.12,4,3.5,3.25,1.88,3,2,3.62,"Importance"
"135","17-1012.00","Landscape Architects",3.5,4.12,3.62,3.88,3.62,1,1.12,1,3.12,3.62,2.88,2.5,2.5,3.25,3,3.12,3.12,2,2.38,3.62,3.38,1.38,2.38,4,1,2.75,3.12,3.5,3.88,3.25,3.12,1.88,3.62,2,3.62,"Importance"
"136","17-1021.00","Cartographers and Photogrammetrists",3.38,3.5,3.25,3.12,3.5,1.12,1.12,1,2.88,3.12,2.75,1.5,1.62,2.62,2.75,3.12,2.62,1.25,2.25,1.38,2.75,1.75,2.25,3.75,1,1.88,2.62,2.88,3.12,3,3,1.88,3.38,1.88,3.5,"Importance"
"137","17-1022.00","Surveyors",3.25,3.5,3.38,3.5,3.62,2.25,2.5,1,3.25,3.25,3.25,2.25,2.38,3.38,3.75,3.12,2.62,2.88,3.12,2.62,2.62,2,2.88,3.88,2.25,3,2.75,3.12,3.62,3,2.88,1.62,3.5,2.25,3.62,"Importance"
"138","17-1022.01","Geodetic Surveyors",3.25,3.5,3.5,3.38,3.88,2.12,2.25,1,3,3.5,2.75,2,2.12,2.88,4.12,3.38,2.38,2.75,2.62,1.88,2.25,2.38,3,3.75,2.12,3,2.38,2.88,3.38,3.12,3.25,1.62,3.25,2.12,3.38,"Importance"
"139","17-2011.00","Aerospace Engineers",3.62,3.88,3.88,3.25,4.12,1,1.25,1,3,3.75,3.38,1.88,1.75,2.75,3.88,3.75,3,1.25,2.88,3.88,3.12,2.12,3.25,4,1,4,2.88,3,3.88,3.38,3.5,3.25,3.25,2,3.88,"Importance"
"140","17-2021.00","Agricultural Engineers",3.38,3.88,4,3.25,4.12,1.12,1.62,1.25,3,3.88,2.88,2.12,2.38,2.88,3.62,3.38,2.88,2.12,3.12,2.62,2.88,2,2.5,4,1.12,3.38,2.75,3.12,3.75,3.62,3.62,2.88,3.25,2.38,4,"Importance"
"141","17-2031.00","Biomedical Engineers",3.5,3.88,4,3.12,4.12,2.38,2.38,2.62,3.12,4,3.25,2,2.5,2.88,3.62,3.5,2.75,2.38,3.12,3.88,3,3.12,3.12,4,2.5,4.12,2.88,3.12,3.75,3.62,3.5,3.38,3.25,2.88,3.5,"Importance"
"142","17-2041.00","Chemical Engineers",3.62,3.38,4,3,4,1,2.12,1,2.88,3.88,2.88,2.5,2.5,2.88,3.75,3.25,2.75,1.62,3,3.5,2.88,2.12,2.88,3.62,1,4.25,2.62,2.88,3.5,3.88,3.62,2.75,3.12,3.12,3.38,"Importance"
"143","17-2051.00","Civil Engineers",3.38,3.88,3.88,3.25,4,1.75,1.38,1,3.12,3.38,3.12,2.88,3.12,3,3.88,3.25,3,1.38,2.25,3.88,3.12,2,2.38,4,2.38,3.62,3,3.12,3.88,3.88,3.38,2.38,3.75,1.38,3.12,"Importance"
"144","17-2051.01","Transportation Engineers",3.38,3.5,4,3.5,3.88,1.12,1.5,1,2.88,3.75,2.62,3,2.88,3,3.5,3.12,3.12,1.62,2.12,3,3.12,2.12,2.88,3.75,1.12,2.38,2.88,3,3.88,3.62,3.25,2.62,3.62,2.12,3.75,"Importance"
"145","17-2061.00","Computer Hardware Engineers",3.62,3.75,3.5,3,4,2.25,2.12,1.75,2.75,3.38,2.75,1.75,1.88,2.75,2.88,3.12,2.12,1.5,2.88,3.25,2.75,2.5,2.75,4,2.12,3.38,2.75,2.88,3.75,3.25,3.12,2.38,3,2.62,3.62,"Importance"
"146","17-2071.00","Electrical Engineers",3.5,3.88,3.88,3,3.88,2,2,1.12,3,3.12,2.88,2.25,2.25,3,3.25,3.5,3,1.12,2.88,3.25,3,2,2.88,3.88,2.12,3.12,2.88,3.12,3.75,3.12,3.25,2.25,3.12,2.88,3.88,"Importance"
"147","17-2072.00","Electronics Engineers, Except Computer",3.38,3.62,4,3.12,4,2.88,2.88,1.5,3,3.5,2.88,2.25,2.62,2.88,3.25,3.5,3,2.88,3.25,3.12,3,2.62,3.38,4,2.88,3.25,3,3,3.75,3.75,3.25,2.88,3,3.12,3.75,"Importance"
"148","17-2072.01","Radio Frequency Identification Device Specialists",3.12,3.75,3.38,3.12,3.88,2,2.5,2,3,3.38,2.62,1.88,1.88,2.75,2.62,3.12,2.5,2.25,2.75,2.62,2.88,2.5,2.75,3.62,2,2,2.75,3,3.75,3.25,2.88,2.5,3,2.38,3.25,"Importance"
"149","17-2081.00","Environmental Engineers",3.88,3.88,3.88,3.5,4.12,1,1,1,3.38,3.75,3.12,2.38,2.5,3,3.5,3.75,3.25,2.12,2.75,2.12,3.38,1.62,2.5,4.25,1,3.38,3.12,3.38,3.75,3.12,3.25,1.88,3.62,2,3.75,"Importance"
"150","17-2081.01","Water/Wastewater Engineers",3.38,3.88,4,3.38,4,1,1.75,1,3.12,3.88,3,2.38,2.38,3.25,4,3.5,2.88,2.12,2.75,3.38,3.25,2.38,2.88,3.88,1,3.62,2.88,3,3.88,3.62,3.5,3,3.5,2.25,3.75,"Importance"
"151","17-2111.01","Industrial Safety and Health Engineers",3.75,4,3.88,3.5,4.12,1,1.75,2.38,3.5,3.75,3.5,1.75,1.88,3.12,3.38,3.62,3,2.12,2.88,2.75,3.38,2,3.25,4.12,1,3.12,3.25,3.5,4.12,3.75,3.75,2.5,3.38,2.5,3.75,"Importance"
"152","17-2111.02","Fire-Prevention and Protection Engineers",3.75,4,3.88,3,4.12,1,2,1.12,3,3.62,3,2.62,2.62,3.12,3,3,2.75,2.12,2.75,3.5,3,1.88,3.12,3.88,1,3.62,3,3,3.75,3.75,3.5,2.88,3.25,2.75,3.5,"Importance"
"153","17-2111.03","Product Safety Engineers",3.38,3.75,3.5,2.88,4,1,1.12,1,2.62,3.5,2.88,1.5,1.5,2.5,2.12,3.25,2.88,1.12,2.88,3.5,2.75,1.62,3.38,4,1,3.75,2.5,3.12,3.75,3,2.88,1.75,2.88,2.88,3.88,"Importance"
"154","17-2112.00","Industrial Engineers",3.25,3.75,3.75,3.25,3.75,1,1.25,1,3.12,3.38,2.88,2.38,2.62,3,3.25,3.5,2.75,2.12,2.38,2.12,2.88,1.75,2.12,4,1,1.88,2.75,3.12,3.62,3.12,3,2.12,3.25,2,3.75,"Importance"
"155","17-2112.01","Human Factors Engineers and Ergonomists",3.38,3.88,4,3,4.12,1,1.88,1,3.12,3.62,3.12,2.12,2.25,2.75,3.25,3.38,2.75,1.38,2.12,3.25,2.75,2.38,2.62,3.88,1,2.75,2.88,3.62,3.88,3.25,3.5,3.38,3.25,2.25,3.62,"Importance"
"156","17-2121.01","Marine Engineers",3.38,3.88,3.62,3.38,4.12,1.38,1.62,1.75,3,3.75,2.88,2.88,2.88,3.38,3.38,3.38,3,2.38,3.25,3.5,3,2.12,3.25,3.75,1.75,3.88,2.88,3.12,3.62,3.38,3.25,2.62,3.5,2.88,3.5,"Importance"
"157","17-2121.02","Marine Architects",3.62,3.88,3.75,3.25,3.88,1,1.12,1,2.88,3.88,2.75,1.88,2,2.88,3.88,3.38,2.88,1.25,2.62,3.75,2.88,2,3.12,4,1.12,3,2.75,3.12,3.88,3.38,3.12,2.62,3.12,2.38,3.5,"Importance"
"158","17-2131.00","Materials Engineers",3.25,3.88,3.62,3,4,1,1.62,1,3,3.25,3,2.38,2.5,3,3.5,3.25,2.75,2.12,2.88,3.12,2.88,2.12,3,4,1,3.62,2.62,2.88,3.62,3.12,3,2.5,3,2,3.75,"Importance"
"159","17-2141.00","Mechanical Engineers",3.38,3.88,3.75,3,3.88,1.88,2.12,2.12,2.75,3.75,2.75,2.5,2.5,2.62,3.88,3.12,2.88,2.38,3,3.75,3,2.5,3.25,3.88,1.88,3.88,3,2.88,3.12,3.25,3.38,3.25,3.12,3,3.25,"Importance"
"160","17-2141.01","Fuel Cell Engineers",3.38,3.62,3.38,3.12,3.75,2.38,2.5,1.38,2.88,3.62,3.25,2,2.62,2.88,3.25,3.5,2.75,2.5,3.25,2.88,2.88,2.25,3.12,3.88,2.62,3.62,2.75,2.88,3.5,3.75,3.5,2.88,3.5,2.88,3.62,"Importance"
"161","17-2141.02","Automotive Engineers",3.25,3.75,4.12,3.62,4.12,1,1.88,1,3,4,2.88,2.12,2.12,3,3.75,3.25,2.62,2.25,2.88,3.62,2.88,2.62,2.75,3.88,1,3.12,2.75,3,3.88,3.5,3.5,3.25,3.12,2.25,3.75,"Importance"
"162","17-2151.00","Mining and Geological Engineers, Including Mining Safety Engineers",3.25,3.75,4,3.25,4.12,1,2.25,1,3,4,2.88,3,3.12,3,3.62,3.62,2.62,2.12,3,3.25,2.75,2.75,3.12,4,1,3.38,2.38,2.88,4,3.75,3.5,2.62,3.38,2.12,4,"Importance"
"163","17-2161.00","Nuclear Engineers",3.5,4.12,3.75,3.62,4,1.88,2.25,1.12,3.12,3.62,3,2.25,2.5,3,3.5,3.75,2.88,1.88,3.62,4,3,1.5,3.38,4,2.25,3.88,2.75,3.25,4,3.88,3.62,2.5,3.5,3,3.88,"Importance"
"164","17-2171.00","Petroleum Engineers",3.5,4,3.88,3.62,3.88,1,1.5,1.5,3.12,3.62,2.75,2.75,2.75,3.38,3.12,3.75,3.12,2.12,3,1.75,2.88,1.75,2.62,4.12,1.12,3.38,2.75,3.5,4,3.62,3.5,2.38,3.62,2,3.88,"Importance"
"165","17-2199.01","Biochemical Engineers",3.62,4,3.75,3.12,3.75,1.25,1.5,1.12,3,3.88,3,1.88,2.5,2.5,3.5,3.25,2.62,2.38,3,3.38,2.75,1.88,2.88,4.25,1.12,3.88,2.5,3,3.62,3.5,3.38,2.38,3.12,2,3.62,"Importance"
"166","17-2199.02","Validation Engineers",3.38,3.88,3.62,3.38,3.75,1,1.12,1,2.88,3.38,2.75,1.75,2.12,2.75,3.12,3.62,2.75,2.25,3.12,3.25,2.75,1.5,2.75,3.88,1,3.88,2.75,3.25,3.75,3.25,3.12,1.75,3.25,2.12,3.75,"Importance"
"167","17-2199.03","Energy Engineers",3.5,3.88,3.75,3.38,4,1,1.38,1,3.12,3.5,2.88,2.25,2.12,2.88,3.5,3.75,2.88,2,2.62,3.5,3.12,1.75,2.38,4.25,1,3.5,2.75,3.38,3.75,3.5,3.38,2.12,3.38,1.88,3.75,"Importance"
"168","17-2199.04","Manufacturing Engineers",3.5,3.88,3.75,3.38,3.5,2.62,3.12,2.5,3,3.75,3,3,3,3.25,3.62,3.5,2.75,2.88,3.5,3.12,2.88,2.25,3.38,3.75,2.75,2.88,2.75,3.12,3.75,3.75,3.62,3.62,3.62,3.5,3.5,"Importance"
"169","17-2199.05","Mechatronics Engineers",3.38,3.62,3.62,3.12,3.5,1,2,1.5,3,3.75,2.88,2.12,2.12,2.88,3.38,3.25,2.88,2.75,3.12,3,3,2.25,3.12,3.5,1,2.88,2.62,2.75,3.5,3.25,3.38,3,3.25,2.12,3.5,"Importance"
"170","17-2199.07","Photonics Engineers",3.38,3.38,3.38,3,4.12,2.38,2.88,1.38,3,3.25,2.75,2.12,2.38,2.62,3.5,3,2.5,2.5,2.88,3.12,2.88,2.38,3,3.5,2.5,3.12,2.62,2.75,3.25,3.12,3.12,3.12,2.88,2.5,3.38,"Importance"
"171","17-2199.08","Robotics Engineers",3.5,3.75,3.75,3.5,4,3.5,3.5,2.88,3.12,3.75,3.5,2.5,2.12,3.38,3.75,3.62,2.5,3,3.75,3.12,3,3.12,3.75,4,3.38,3.12,2.38,3.25,3.38,3.62,3.38,3.25,3.5,3.62,3.5,"Importance"
"172","17-2199.09","Nanosystems Engineers",3.75,3.62,3.75,3,4,2.12,2.38,1,2.88,3.62,3,2.12,2.25,3,3.75,3.25,2.75,2.38,2.75,3.12,2.75,2.38,2.75,3.88,2.12,3.88,2.88,3.12,4,3.25,3.12,2.88,3.12,2.38,3.88,"Importance"
"173","17-2199.10","Wind Energy Engineers",3,3.38,3.38,3,4,1.12,1.25,1,2.75,3.5,2.75,2,2.25,2.75,3.5,3.12,2.75,2.25,2.62,3.25,3,2.12,2.62,3.75,1,3.25,2.75,3.12,3.38,3.38,3.25,2.38,2.88,1.88,3.38,"Importance"
"174","17-2199.11","Solar Energy Systems Engineers",3.38,3.62,3.5,3,3.62,2.12,1.88,1,3,3.62,2.88,2,1.75,2.38,3.12,3.12,2.75,2.25,2.62,2.25,2.88,2.12,2.62,3.88,2,3.12,2.88,2.88,3.5,2.88,2.88,2.25,3,2.5,3.62,"Importance"
"175","17-3011.01","Architectural Drafters",3.12,3.62,3,3.25,3.5,1,1.62,1,2.75,3.38,2.75,2.38,2.62,2.5,3.12,3.12,2.5,1.62,2.25,2.62,2.62,2.38,2.75,3.38,1,2.12,2.62,2.88,3.38,3,2.62,1.75,3.12,1.62,3.12,"Importance"
"176","17-3011.02","Civil Drafters",3.12,3.62,3.12,3.12,3.38,1,1.38,1,2.62,2.88,2.25,2,2,2.62,3.38,3,2.5,1,2.38,3.12,2.5,1.62,2.75,3.5,1,2.12,2.62,2.88,3.38,2.62,2.5,1.5,3.12,1.62,3.38,"Importance"
